id;kommune;vejnr;husnr;husbog;husx;husy;vejx;vejy;husGx;husGy;adresse;kf;linienr;beregning;laengde_med_kf;laengde_uden_kf
37300015;400;1905;1; ;890093;6114622;890080;6114609;15,106;55,0249;Kastanievej 1;0;15;0;5359;5358
37300015;400;228;9; ;890211;6114426;890226;6114434;15,1075;55,0231;Bechs Have 9;0;95;0;5359;5358
37300015;400;1599;50; ;890288;6114497;890287;6114481;15,1088;55,0236;Hovedgade 50;0;0;0;5359;5358
37300015;400;4677;5; ;890165;6114606;890154;6114603;15,1071;55,0247;Valn¯ddevej 5;0;28;0;5359;5358
37300015;400;888;5; ;889894;6114605;889939;6114617;15,1028;55,0249;Ellegade 5;0;39;0;5359;5358
37300015;400;228;1; ;890263;6114442;890259;6114453;15,1084;55,0232;Bechs Have 1;0;98;0;5359;5358
37300015;400;228;7; ;890222;6114415;890226;6114434;15,1077;55,023;Bechs Have 7;0;96;0;5359;5358
37300015;400;240;8; ;889815;6114367;889827;6114382;15,1013;55,0229;Bedegaardsparken 8;0;56;0;5359;5358
37300015;400;4677;16; ;890147;6114563;890161;6114565;15,1067;55,0243;Valn¯ddevej 16;0;20;0;5359;5358
37300015;400;228;3; ;890250;6114434;890245;6114445;15,1081;55,0231;Bechs Have 3;0;97;0;5359;5358
37900001;400;588;3; ;863310;6130364;863307;6130363;14,7092;55,1859;Byvangen 3;0;0;0;5241;5122
37900001;400;2994;6; ;863110;6130594;863106;6130591;14,7064;55,1881;N¯rregade 6;0;48;0;5241;5122
37900001;400;4173;95; ;863120;6130431;863126;6130431;14,7063;55,1867;Storegade 95;0;73;0;5241;5122
37900001;400;588;41; ;863335;6130399;863336;6130395;14,7097;55,1862;Byvangen 41;0;11;0;5241;5122
37900001;400;588;36; ;863372;6130438;863365;6130448;14,7103;55,1866;Byvangen 36;0;129;0;5241;5122
37900001;400;1965;25; ;863214;6130329;863213;6130329;14,7077;55,1857;Kirkegade 25;0;117;0;5241;5122
